20;547
30;548
18;549
22;549
21;550
30;550
16;549
17;548
26;547
22;546
29;545
29;545
18;545
21;545
25;545
24;546
29;548
25;549
29;550
25;550
21;550
29;549
31;548
21;547
28;546
26;546
16;545
24;545
18;545
20;546
20;547
23;548
30;549
17;550
28;550
17;550
20;549
27;548
25;548
17;547
16;547
18;546
27;546
31;546
19;547
16;548
23;549
21;548
25;550
29;551
17;551
21;550
20;549
32;548
20;547
17;546
19;546
20;546
22;546
29;546
16;547
28;548
17;549
22;550
29;551
32;550
25;550
16;549
23;548
24;547
25;547
17;546
16;546
19;547
20;547
29;548
29;549
18;550
17;551
25;551
30;551
16;550
20;549
26;548
24;547
21;546
30;546
28;547
31;547
17;548
20;549
29;551
31;551
22;552
17;552
25;551
28;550
25;549
18;548
16;547
21;547
20;547
27;547
29;548
18;549
16;550
20;551
30;551
32;551
26;551
20;550
20;549
23;548
26;547
16;547
17;546
17;546
20;547
29;548
16;549
17;550
16;551
18;551
27;551
16;551
17;550
16;549
21;548
25;547
16;546
27;546
16;547
16;548
25;549
24;550
32;551
16;552
17;551
28;551
23;550
22;549
19;548
18;547
16;546
18;546
25;547
29;548
17;549
16;550
25;551
23;552
29;552
17;551
16;550
27;549
21;548
31;547
25;547
16;547
16;548
17;549
16;550
30;551
21;552
18;552
28;552
23;552
28;551
17;550
16;549
29;548
22;547
27;547
29;548
31;548
16;549
25;550
25;552
32;552
16;552
31;552
22;552
25;550
31;549
31;548
21;548
18;547
21;547
16;548
30;549
30;550
18;551
28;552
21;552
28;552
17;552
17;551
30;550
26;548
29;548
27;547
17;547
16;547
19;547
22;548
16;549
19;550
27;551
27;551
22;551
27;551
29;550
18;549
16;548
25;547
30;546
30;546
20;546
17;547
26;548
21;549
30;550
20;551
30;551
18;551
18;550
32;549
25;548
17;548
17;547
21;546
22;546
25;546
19;547
16;548
24;549
22;550
16;550
29;551
20;551
19;551
24;550
31;549
30;548
20;547
27;547
20;546
20;546
29;547
31;547
17;548
26;549
22;550
27;551
29;551
21;551
18;551
25;550
27;549
17;549
17;548
16;547
22;546
20;547
16;547
26;547
16;548
16;549
25;550
17;551
30;552
21;552
19;552
25;548
24;550
21;549
18;548
32;547
16;546
21;545
20;545
27;545
17;546
17;548
24;549
24;550
29;551
17;552
16;552
27;553
22;552
31;551
16;549
26;549
21;547
24;547
31;547
30;548
20;550
18;550
26;551
25;552
29;553
16;553
16;553
17;553
24;552
22;551
32;550
25;549
16;549
23;548
19;548
29;548
31;549
17;550
27;550
22;552
31;550
27;551
17;551
16;552
25;551
30;551
16;550
20;549
17;548
22;548
22;548
30;548
28;549
31;549
16;550
20;552
28;552
25;553
19;553
16;554
25;559
26;561
26;561
17;561
16;563
20;565
22;568
27;566
27;562
27;560
17;563
20;562
25;562
29;560
31;561
18;559
29;556
22;553
28;552
16;551
16;550
17;550
22;550
32;550
27;551
16;552
16;553
23;554
27;555
16;556
17;556
16;554
23;554
25;553
16;561
24;585
17;605
20;605
25;605
31;606
16;600
19;563
17;552
28;552
23;552
22;552
19;552
32;551
28;551
21;549
29;549
29;548
17;548
16;548
25;548
24;549
31;550
19;551
17;552
27;552
21;552
29;550
26;551
20;552
18;551
24;548
16;546
20;542
16;536
28;542
22;548
22;550
28;551
16;552
32;552
16;553
22;553
16;552
29;551
17;550
20;549
20;549
25;548
29;548
17;548
16;549
22;550
25;551
31;552
29;553
21;553
20;553
22;553
16;552
16;551
30;550
20;549
21;549
28;548
24;548
15;549
37;549
30;550
26;551
31;552
17;553
18;553
19;553
25;553
26;552
16;551
18;550
16;549
21;549
22;548
27;549
26;549
18;550
16;551
23;552
31;553
30;553
20;553
17;553
28;552
21;551
16;550
18;549
31;548
17;548
20;548
29;548
27;549
17;550
16;551
23;552
28;553
24;553
17;553
16;553
27;552
22;551
29;550
32;549
26;549
19;548
24;548
31;549
30;550
20;551
20;552
20;553
21;553
30;553
17;552
28;551
28;550
22;549
23;548
29;548
18;547
20;548
